,IDStation,NO2_2019,NO2_2020,NO2_Delta,Latitude,Longitude,NO2_2019_Norm,NO2_2020_Norm,NO2_Delta_Norm
0,501,45.858606529366,32.160305598077166,21.187966193146536,45.496316443651,9.19093355531362,0.7336752320544214,1.0,0.537838478901191
1,504,31.963951524294064,22.73650808826487,16.717108697886893,45.5347657650922,9.23610792341164,0.5113796804302274,0.7069742549220137,0.4243495686058636
2,514,26.261407520561136,22.180301863290897,11.57077091912794,45.5234256620035,9.04459987111101,0.42014674485116316,0.6896794495826257,0.29371416652868104
3,517,12.468143258789413,9.49174030437698,10.466068216270132,45.5265508699425,8.73649657837922,0.1994733069968526,0.2951383740876045,0.26567222914182315
4,528,33.48927334792546,20.6455149584969,20.33342365128626,45.4633467406665,9.19532480766886,0.5357827516878292,0.6419564296594021,0.5161466441738374
5,529,35.795406075638674,30.310053839540867,12.975017497955507,45.5523257874121,9.22776423327263,0.5726777337250576,0.9424678427605824,0.3293597701262135
6,531,22.435394663326402,15.384047741905967,14.541012183278136,45.4836303532325,9.32736003321514,0.35893575124896177,0.47835514793198247,0.36911121166823874
7,539,27.801897441306835,30.161130525686968,5.130432177477568,45.4438576535649,9.16794450174268,0.44479248499934776,0.9378371867054109,0.13023165193329397
8,542,26.096755787016566,18.4642433443463,15.122177704527966,45.6617621918917,9.1566439845516,0.4175125414167627,0.5741314642684944,0.3838636035254587
9,544,32.58358319795777,17.6484426323619,22.424805827453575,45.5510419443724,9.16261365315132,0.521292943094944,0.5487647677519919,0.5692345997698175
10,545,13.910391193036935,15.252100566962932,6.147955887931703,45.2819561974278,8.98856272679325,0.2225473091944874,0.47425235187674464,0.15606062483648683
11,546,29.53538994727933,19.398812154098568,17.626243055038465,45.4624157911066,8.88021043312557,0.47252600358695573,0.6031911635584211,0.4474271700759554
12,548,39.8627052238351,26.621867394405232,20.730503091287567,45.470499014097,9.19746036011253,0.637748979282353,0.8277865181727915,0.5262261676196658
13,551,20.571848387262932,10.7468380972254,17.314675551895235,45.5485173574195,8.84732192921626,0.32912154950998185,0.33416467590618737,0.4395182943283718
14,552,14.983365299774166,11.332151429724433,11.140879131907433,45.8369007765555,8.80392612667495,0.23971343320753874,0.35236454439667925,0.2828017295905109
15,554,14.889828255675035,11.053390083632003,11.326103433900732,45.626218960836,9.04006309067821,0.23821696792590902,0.3436966744586182,0.28750349076624065
16,558,22.149613037821336,14.034233836797801,15.605044462881235,45.5828942927177,8.84216545670608,0.3543636345564265,0.4363837213548398,0.39612076499424914
17,560,23.035061340671266,15.686432246143932,14.838294356385035,45.8169732332637,8.82024070715821,0.36852960117055855,0.4877575618274538,0.3766574664777246
18,561,32.63304760743383,16.355210827053934,23.767502042237595,45.8150428601129,9.06697137484454,0.5220843062620202,0.5085527181070008,0.6033177997901863
19,564,14.557404020387766,8.03241018307646,14.014659099169007,45.808573806923,9.22177920448843,0.23289863301730857,0.24976162488818854,0.3557501868515306
20,565,18.6734735176453,12.289503725319234,13.873635054183765,45.7308367226743,9.12573432702293,0.29875013772054787,0.3821326786787129,0.3521704115605973
21,569,16.432016151489833,9.526573595873337,14.395107817474196,46.1679668122783,9.87014407497457,0.26288987336207614,0.29622148853097097,0.36540755358922894
22,571,7.619641537167014,6.179796896892537,8.929509902132178,46.4695239713258,10.375432759159,0.12190388448398859,0.19215603776047516,0.22666800481536326
23,572,9.906398098030367,7.6168338332976235,9.779229526590445,46.1322829600037,9.56617989398447,0.1584888742474485,0.23683959749913033,0.24823741389149018
24,573,14.443833895683198,11.49402365977838,10.439475497762519,46.1381409051264,9.38468724765179,0.2310816657367237,0.3573978370549314,0.26499719562791235
25,574,31.023118549221504,22.7872550776583,15.725528733420903,45.8501911945785,9.39557706689322,0.4963276345101493,0.7085521935780589,0.39917915560181655
26,576,27.12252369432393,16.896971867558367,17.715217088623262,45.6979519897024,9.4061909386866,0.433923430547155,0.525398361530763,0.4496857001514107
27,583,21.013510132311335,13.752207121648766,14.75096827252027,45.6910374054721,9.64365057946138,0.33618753576232135,0.42761431727411814,0.37444076820257743
28,584,31.9399421790211,18.150009584717466,21.27959785616133,45.6956803443269,9.66124914606551,0.5109955636133909,0.564360606878146,0.5401644706365848
29,588,19.547061583058333,7.550520752878017,19.486206092038017,45.7162999241173,10.0447659993684,0.3127263566926934,0.23477764319905767,0.494640747892398
30,592,29.905935293916738,19.771170519207,17.62443003656744,45.5193349813872,9.59200999488842,0.4784542243454037,0.6147693609102116,0.44738114814596985
31,595,12.296959024069132,11.685694839641533,8.1009294462853,45.6338645090807,9.55608425579086,0.19673459244275826,0.3633577051687037,0.20563519553307885
32,596,16.192520674395766,9.7515556147299,13.930630321523566,45.6205556793956,9.61173782181237,0.2590582719892683,0.30321713159693786,0.35361718788689334
33,598,16.3422731679938,15.977554646204831,7.854383783646668,45.0819866969786,9.70078817718398,0.2614541078815104,0.49680978924404606,0.199376843836438
34,600,25.27171756143473,18.476789510554667,14.284593312737764,45.3060129875238,9.48526286320174,0.40431305374327864,0.574521577669939,0.3626022369966818
35,604,17.4880471316181,14.770017537484867,10.207694855990933,45.3303610018123,9.41464472662726,0.27978493043072306,0.4592623503667189,0.25911364141261944
36,606,34.4010359568872,25.3509400343105,16.539761184434397,45.3961946255272,9.28270007555784,0.5503697113522095,0.788268008119494,0.4198477529996516
37,607,16.2940982867317,15.293586029163967,8.490177519425433,45.3095022692823,9.58579041612041,0.2606833754091547,0.4755423104585908,0.2155159264000474
38,608,22.355238330173933,19.1299910384638,10.714912553567833,45.1593728023411,9.69814824935254,0.3576533591141591,0.5948323774512754,0.2719889307372156
39,609,24.060854641511366,11.632493654752759,19.918026248616307,45.4982271339449,9.55623226235176,0.3849408965628814,0.3617034551888168,0.5056021348445853
40,626,12.177530728773766,19.667195990631466,0.0,45.2784875547884,10.0062023912043,0.1948239024132088,0.6115363528077715,0.0
41,627,19.411282668327434,14.578306335782798,12.322641594402336,45.1319469128517,10.015741513336,0.3105540790263518,0.4533012378046066,0.31279976335442994
42,629,24.09061139747297,13.196361344810901,18.38391531451977,45.3663090781943,9.70394551361317,0.3854169641211343,0.4103307197926595,0.46666003517637566
43,633,16.682651079855102,19.206871976464033,4.96544436524877,45.2839771544676,9.86339841999363,0.26689969078013437,0.5972229311655668,0.12604357681756745
44,642,18.430221001197598,15.970235900256066,9.949650362799233,45.1946760990779,9.16463830063009,0.294858428836234,0.4965822184603529,0.25256340169438046
45,643,26.29817751922963,21.505897667147668,12.281945113939662,45.1863290804948,9.14666604128678,0.4207350147387026,0.6687093691184789,0.3117667178535476
46,649,26.990091040740598,16.520715491794967,17.95904081080333,45.5400578469714,10.2228184492742,0.4318046885006186,0.5136989585317474,0.4558749577074177
47,652,62.5053218723954,30.600323077427433,39.39466405682567,45.539529434956,10.2317859074772,1.0,0.951493541754684,1.0
48,654,18.243787174310267,12.350355299152374,13.383097137015593,45.6496267122407,10.205090218837,0.29187574158173213,0.38402481162650365,0.3397185242577741
49,655,19.288819187816234,11.8513105644365,14.927173885237433,45.8746021098904,10.1773568089814,0.30859483016813116,0.3685073989205214,0.3789135976310247
50,656,14.441443701422903,13.944441193516994,7.98666776976361,45.2495436247462,10.2991194960641,0.2310434258846808,0.43359168808242665,0.20273476017572004
51,657,13.134396440510033,9.331321601039342,11.292740101328391,45.4637531362103,10.4807720435713,0.21013245027877625,0.2901502777261312,0.2866565909799088
52,659,15.478712066471667,10.23501444089314,12.733362887436227,45.6460496337252,10.389295302792,0.24763830667205353,0.3182499124481293,0.32322557362257787
53,661,16.678866734010267,18.283955900888333,5.884576094979634,45.5157082948446,10.3362404229965,0.2668391464019683,0.5685255646943079,0.14937495307718077
54,663,20.9015582376762,13.2408777827953,15.150345716738599,45.145260125789,10.8033259500793,0.33439645795835954,0.41171492423837414,0.384578624528557
55,664,18.066381691204935,18.146182370140835,7.4098645829218,45.1517433795766,10.7814077000957,0.28903749552857994,0.564241602580598,0.18809310246264022
56,665,15.589048503026634,14.538700003598533,8.5400137612858,44.9246940495507,10.5175020671178,0.24940353934744425,0.45206970932725804,0.21678097696091728
57,669,22.158496037657432,12.900888015397832,16.7472732841173,45.5130388186538,10.1919418887793,0.35450575045264143,0.40114320356984307,0.42511527094024304
58,670,15.639051517901331,14.565566866656567,8.563149913102464,45.1605683301058,10.7955641137079,0.25020351946716557,0.45290511379740833,0.21736826847286644
59,672,9.509909722553736,8.024205997550734,8.975368986860703,45.0400765720296,8.91414459900241,0.15214560036932878,0.24950652204096263,0.2278320986292456
60,673,14.098518883817666,10.247863837935453,11.340320307739914,44.9995459891403,9.00843738181569,0.22555709596376114,0.31864945457944166,0.2878643740020686
61,674,32.1539857744995,22.9371106708587,16.706540365498505,45.5802634844224,9.27357309271327,0.5144199695530224,0.7132118381434189,0.4240813004877971
62,677,23.148499748842937,19.163804094454367,11.47436091624627,45.1425406322169,10.0438361583694,0.3703444611660523,0.5958837684552398,0.29126688070482937
63,679,11.584478888736216,9.596765498652296,9.47737865194162,45.8422072610225,9.35165816612796,0.18533588087724637,0.29840405183295515,0.24057518648390488
64,681,8.154891830056753,5.25955393886691,10.385003153047544,45.9127875203029,9.49753816765342,0.13046716000767045,0.1635417898261941,0.26361446154401713
65,682,13.454231036742769,10.508535370536064,10.435360928064405,45.1135031448296,8.87406484888261,0.21524936811315967,0.32675483566189617,0.2648927507799457
66,683,22.856944444444434,23.5690414276161,6.777568278686035,45.526472545851,9.5159804836271,0.36567997347660863,0.732861239634031,0.17204279922046264
67,685,14.916912649207033,10.188497883241615,12.218080027823119,45.6904290785451,9.48426092764779,0.23865028132580304,0.3168035158176723,0.3101455570276952
68,687,15.106539113076465,10.3843579792723,12.211846395661865,45.6192437799476,8.75697044545343,0.24168404642274238,0.3228936350621361,0.30998732158361925
69,693,15.033791394359966,12.981534317755,9.541922338462665,45.1027662768414,8.90417452771467,0.24052018202628325,0.40365083839660887,0.24221357300315385
70,695,14.981966366220867,10.934241328898167,11.5373902991804,45.4127716916863,10.6833573437868,0.23969105217642983,0.3399918354492227,0.29286682791705104
71,697,9.478585835359626,8.843442149861124,8.124808947356202,45.0465015381673,11.1809358191275,0.15164446084623254,0.2749800409356143,0.20624135633283736
72,703,9.276466132278308,14.339298776356634,2.4268326177793753,45.0168778207554,11.0760946326405,0.14841082094123462,0.445869481327751,0.06160307939874139
73,705,29.4337177535583,15.028300532701968,21.895082482714034,45.4789960616874,9.2354910384975,0.4708993869937544,0.4672934617138867,0.5557880237569994
74,706,13.141425301901634,10.65253467728032,9.978555886479015,45.8637488412797,9.39995034468185,0.21024490248574115,0.3312323834981601,0.2532971437980848
75,708,13.485174417876033,11.8010878736016,9.173751806132133,45.2819356103579,8.75433459453983,0.21574442005763947,0.3669457629254361,0.2328678775607595
76,709,13.7380806172703,12.542647520393535,8.685098358734466,45.3036078696557,8.84480460996544,0.21979057471804703,0.39000399054489854,0.22046382591831376
77,1264,10.071134749828575,7.776447797588393,9.784352214097883,46.1678524406651,9.8792099244699,0.16112443625822445,0.24180267111806733,0.2483674489515696
78,1265,19.39104838709677,16.29974229290703,10.58097135604744,45.3027835030958,9.49527369692632,0.31023035809148525,0.5068279666435003,0.2685889474976787
79,1266,15.8605251818145,16.713062622622733,6.637127821049468,45.2334936413037,9.66625037529603,0.2537467963798948,0.5196798448215614,0.16847783779741343
80,1269,18.0479748576305,14.693329140429867,10.844310979058333,45.6497025123625,9.60122333878526,0.2887430112667116,0.4568777835652273,0.2752735995772353
81,1274,10.779453598129457,11.796774747661297,6.47234411232586,46.0158283043838,9.28640920868081,0.17245657290007577,0.36681164958726686,0.16429494367535893
82,1297,13.14886491094259,16.334932364979533,4.303597807820758,45.1504688698568,9.93059647227233,0.21036392609554103,0.5079221749048362,0.10924316556204013
83,1374,42.678700908170526,22.015551166715436,28.15281500331279,45.6012321995514,9.27507265782848,0.682801074047728,0.6845566532188588,0.7146352349318975
